RecSN,DetectDateTime,TagID_Hex,GPS Names,rkm,Genrkm,Rel_group,FishID,Lat,Lon,Weight,Length,ID
2017-6037,3/27/2019 17:54:59,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964420
2017-6037,3/27/2019 17:55:04,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964428
2017-6037,3/27/2019 17:55:14,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964440
2017-6037,3/27/2019 17:55:34,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964461
2017-6037,3/27/2019 17:55:44,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964468
2017-6037,3/27/2019 17:55:54,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964482
2017-6037,3/27/2019 17:56:00,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964489
2017-6037,3/27/2019 17:56:10,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964497
2017-6037,3/27/2019 17:56:30,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964519
2017-6037,3/27/2019 17:56:40,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964529
2017-6037,3/27/2019 17:56:55,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964546
2017-6037,3/27/2019 17:57:00,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964552
2017-6037,3/27/2019 17:57:10,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964564
2017-6037,3/27/2019 17:57:21,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964574
2017-6037,3/27/2019 17:57:31,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964589
2017-6037,3/27/2019 17:57:36,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964595
2017-6037,3/27/2019 17:58:01,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964618
2017-6037,3/27/2019 17:58:06,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964626
2017-6037,3/27/2019 17:58:11,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964633
2017-6037,3/27/2019 17:58:26,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964648
2017-6037,3/27/2019 17:58:42,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964661
2017-6037,3/27/2019 17:58:47,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964666
2017-6037,3/27/2019 17:59:07,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964686
2017-6037,3/27/2019 17:59:12,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964691
2017-6037,3/27/2019 17:59:32,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964705
2017-6037,3/27/2019 17:59:47,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964717
2017-6037,3/27/2019 18:00:03,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964733
2017-6037,3/27/2019 18:00:08,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964735
2017-6037,3/27/2019 18:00:13,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964741
2017-6037,3/27/2019 18:00:48,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964764
2017-6037,3/27/2019 18:00:53,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964770
2017-6037,3/27/2019 18:01:03,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964777
2017-6037,3/27/2019 18:01:13,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964781
2017-6037,3/27/2019 18:01:44,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964798
2017-6037,3/27/2019 18:01:59,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964805
2017-6037,3/27/2019 18:02:09,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964810
2017-6037,3/27/2019 18:02:14,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964814
2017-6037,3/27/2019 18:02:29,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964822
2017-6037,3/27/2019 18:02:50,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964828
2017-6037,3/27/2019 18:03:00,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964834
2017-6037,3/27/2019 18:03:05,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964839
2017-6037,3/27/2019 18:03:10,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964842
2017-6037,3/27/2019 18:03:15,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964845
2017-6037,3/27/2019 18:03:20,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964847
2017-6037,3/27/2019 18:03:45,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964863
2017-6037,3/27/2019 18:03:55,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964868
2017-6037,3/27/2019 18:04:06,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964876
2017-6037,3/27/2019 18:04:16,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964878
2017-6037,3/27/2019 18:04:21,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964880
2017-6037,3/27/2019 18:04:26,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964882
2017-6037,3/27/2019 18:05:01,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964900
2017-6037,3/27/2019 18:05:16,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964907
2017-6037,3/27/2019 18:05:27,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964914
2017-6037,3/27/2019 18:05:37,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964921
2017-6037,3/27/2019 18:05:47,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964928
2017-6037,3/27/2019 18:05:57,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964936
2017-6037,3/27/2019 18:06:12,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964945
2017-6037,3/27/2019 18:06:17,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964950
2017-6037,3/27/2019 18:06:22,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964954
2017-6037,3/27/2019 18:06:27,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964958
2017-6037,3/27/2019 18:06:32,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964961
2017-6037,3/27/2019 18:06:37,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964965
2017-6037,3/27/2019 18:06:48,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964970
2017-6037,3/27/2019 18:06:53,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964971
2017-6037,3/27/2019 18:07:13,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964985
2017-6037,3/27/2019 18:07:18,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,964989
2017-6037,3/27/2019 18:07:33,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965000
2017-6037,3/27/2019 18:07:53,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965012
2017-6037,3/27/2019 18:07:58,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965015
2017-6037,3/27/2019 18:08:49,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965036
2017-6037,3/27/2019 18:08:54,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965039
2017-6037,3/27/2019 18:09:04,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965049
2017-6037,3/27/2019 18:09:24,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965062
2017-6037,3/27/2019 18:10:05,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965091
2017-6037,3/27/2019 18:10:15,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965099
2017-6037,3/27/2019 18:10:20,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965104
2017-6037,3/27/2019 18:10:30,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965112
2017-6037,3/27/2019 18:10:35,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965116
2017-6037,3/27/2019 18:10:40,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965119
2017-6037,3/27/2019 18:10:51,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965126
2017-6037,3/27/2019 18:10:56,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965129
2017-6037,3/27/2019 18:11:11,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965142
2017-6037,3/27/2019 18:11:16,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965146
2017-6037,3/27/2019 18:11:26,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965154
2017-6037,3/27/2019 18:11:31,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965159
2017-6037,3/27/2019 18:11:41,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965163
2017-6037,3/27/2019 18:11:46,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965167
2017-6037,3/27/2019 18:11:51,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965172
2017-6037,3/27/2019 18:12:01,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965175
2017-6037,3/27/2019 18:12:07,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965179
2017-6037,3/27/2019 18:12:22,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965188
2017-6037,3/27/2019 18:12:27,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965193
2017-6037,3/27/2019 18:12:32,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965196
2017-6037,3/27/2019 18:12:37,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965200
2017-6037,3/27/2019 18:12:47,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965206
2017-6037,3/27/2019 18:13:02,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965216
2017-6037,3/27/2019 18:13:12,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965223
2017-6037,3/27/2019 18:13:17,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965225
2017-6037,3/27/2019 18:13:22,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965231
2017-6037,3/27/2019 18:13:33,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965239
2017-6037,3/27/2019 18:13:43,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965249
2017-6037,3/27/2019 18:13:48,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965251
2017-6037,3/27/2019 18:13:53,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965255
2017-6037,3/27/2019 18:13:58,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965260
2017-6037,3/27/2019 18:14:33,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965283
2017-6037,3/27/2019 18:14:38,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965286
2017-6037,3/27/2019 18:14:49,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965296
2017-6037,3/27/2019 18:14:59,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965300
2017-6037,3/27/2019 18:15:09,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965303
2017-6037,3/27/2019 18:15:19,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965311
2017-6037,3/27/2019 18:15:39,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965324
2017-6037,3/27/2019 18:15:54,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965332
2017-6037,3/27/2019 18:15:59,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965336
2017-6037,3/27/2019 18:16:15,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965344
2017-6037,3/27/2019 18:16:35,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965356
2017-6037,3/27/2019 18:16:40,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965360
2017-6037,3/27/2019 18:16:55,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965370
2017-6037,3/27/2019 18:17:05,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965378
2017-6037,3/27/2019 18:17:20,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965387
2017-6037,3/27/2019 18:17:26,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965389
2017-6037,3/27/2019 18:17:46,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965395
2017-6037,3/27/2019 18:17:56,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965401
2017-6037,3/27/2019 18:18:01,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965405
2017-6037,3/27/2019 18:18:26,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965419
2017-6037,3/27/2019 18:18:52,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965428
2017-6037,3/27/2019 18:18:57,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965430
2017-6037,3/27/2019 18:19:22,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965436
2017-6037,3/27/2019 18:19:27,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965437
2017-6037,3/27/2019 18:20:08,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965456
2017-6037,3/27/2019 18:20:23,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965469
2017-6037,3/27/2019 18:20:28,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965471
2017-6037,3/27/2019 18:20:53,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965488
2017-6037,3/27/2019 18:20:58,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965492
2017-6037,3/27/2019 18:21:08,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965497
2017-6037,3/27/2019 18:22:19,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965526
2017-6037,3/27/2019 18:22:45,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965531
2017-6037,3/27/2019 18:23:10,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965543
2017-6037,3/27/2019 18:23:15,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965547
2017-6037,3/27/2019 18:23:30,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965554
2017-6037,3/27/2019 18:23:40,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965559
2017-6037,3/27/2019 18:24:00,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965565
2017-6037,3/27/2019 18:24:06,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965568
2017-6037,3/27/2019 18:24:11,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965570
2017-6037,3/27/2019 18:24:31,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965581
2017-6037,3/27/2019 18:24:41,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965585
2017-6037,3/27/2019 18:24:51,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965589
2017-6037,3/27/2019 18:25:06,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965594
2017-6037,3/27/2019 18:25:16,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965597
2017-6037,3/27/2019 18:25:32,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965602
2017-6037,3/27/2019 18:25:47,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965609
2017-6037,3/27/2019 18:25:57,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965614
2017-6037,3/27/2019 18:26:02,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965617
2017-6037,3/27/2019 18:26:07,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965620
2017-6037,3/27/2019 18:26:48,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965637
2017-6037,3/27/2019 18:27:38,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965653
2017-6037,3/27/2019 18:27:43,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965656
2017-6037,3/27/2019 18:27:59,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965661
2017-6037,3/27/2019 18:28:04,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965663
2017-6037,3/27/2019 18:28:14,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965666
2017-6037,3/27/2019 18:28:29,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965671
2017-6037,3/27/2019 18:28:49,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965676
2017-6037,3/27/2019 18:28:54,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965679
2017-6037,3/27/2019 18:28:59,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965682
2017-6037,3/27/2019 18:29:09,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965686
2017-6037,3/27/2019 18:29:30,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965692
2017-6037,3/27/2019 18:29:45,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965696
2017-6037,3/27/2019 18:29:55,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965699
2017-6037,3/27/2019 18:30:05,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965703
2017-6037,3/27/2019 18:30:10,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965705
2017-6037,3/27/2019 18:30:41,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965712
2017-6037,3/27/2019 18:30:46,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965713
2017-6037,3/27/2019 18:31:01,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965716
2017-6037,3/27/2019 18:31:16,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965720
2017-6037,3/27/2019 18:31:26,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965725
2017-6037,3/27/2019 18:31:31,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965729
2017-6037,3/27/2019 18:31:36,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965733
2017-6037,3/27/2019 18:32:02,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965747
2017-6037,3/27/2019 18:32:12,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965753
2017-6037,3/27/2019 18:32:22,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965762
2017-6037,3/27/2019 18:32:42,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965774
2017-6037,3/27/2019 18:32:47,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965778
2017-6037,3/27/2019 18:33:18,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965802
2017-6037,3/27/2019 18:33:23,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965805
2017-6037,3/27/2019 18:33:28,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965814
2017-6037,3/27/2019 18:33:53,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965839
2017-6037,3/27/2019 18:34:33,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965874
2017-6037,3/27/2019 18:34:54,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965892
2017-6037,3/27/2019 18:35:04,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965901
2017-6037,3/27/2019 18:35:14,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965906
2017-6037,3/27/2019 18:35:24,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965915
2017-6037,3/27/2019 18:35:34,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965926
2017-6037,3/27/2019 18:35:49,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965937
