RecSN,DetectDateTime,TagID_Hex,GPS Names,rkm,Genrkm,Rel_group,FishID,Lat,Lon,Weight,Length,ID
2017-6037,3/27/2019 18:36:10,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965955
2017-6037,3/27/2019 18:36:15,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965959
2017-6037,3/27/2019 18:36:30,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965976
2017-6037,3/27/2019 18:36:50,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,965995
2017-6037,3/27/2019 18:36:55,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966000
2017-6037,3/27/2019 18:37:26,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966026
2017-6037,3/27/2019 18:37:31,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966032
2017-6037,3/27/2019 18:37:36,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966036
2017-6037,3/27/2019 18:37:56,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966052
2017-6037,3/27/2019 18:38:16,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966073
2017-6037,3/27/2019 18:38:26,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966082
2017-6037,3/27/2019 18:38:31,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966086
2017-6037,3/27/2019 18:38:42,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966098
2017-6037,3/27/2019 18:38:47,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966104
2017-6037,3/27/2019 18:38:52,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966110
2017-6037,3/27/2019 18:38:57,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966116
2017-6037,3/27/2019 18:39:12,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966130
2017-6037,3/27/2019 18:39:27,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966142
2017-6037,3/27/2019 18:39:32,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966147
2017-6037,3/27/2019 18:39:42,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966155
2017-6037,3/27/2019 18:39:47,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966160
2017-6037,3/27/2019 18:40:13,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966180
2017-6037,3/27/2019 18:40:23,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966187
2017-6037,3/27/2019 18:40:28,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966193
2017-6037,3/27/2019 18:40:53,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966213
2017-6037,3/27/2019 18:41:08,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966228
2017-6037,3/27/2019 18:41:29,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966249
2017-6037,3/27/2019 18:41:44,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966266
2017-6037,3/27/2019 18:41:49,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966272
2017-6037,3/27/2019 18:45:22,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966470
2017-6037,3/27/2019 18:45:47,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966500
2017-6037,3/27/2019 18:46:02,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966516
2017-6037,3/27/2019 18:48:49,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966694
2017-6037,3/27/2019 18:49:40,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966748
2017-6037,3/27/2019 18:49:45,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966755
2017-6037,3/27/2019 18:49:50,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966761
2017-6037,3/27/2019 18:49:55,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966765
2017-6037,3/27/2019 18:50:05,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966777
2017-6037,3/27/2019 18:50:10,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966782
2017-6037,3/27/2019 18:50:15,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966787
2017-6037,3/27/2019 18:50:20,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966792
2017-6037,3/27/2019 18:50:30,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966802
2017-6037,3/27/2019 18:50:35,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966808
2017-6037,3/27/2019 18:50:41,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966814
2017-6037,3/27/2019 18:50:46,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966820
2017-6037,3/27/2019 18:50:51,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966826
2017-6037,3/27/2019 18:50:56,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966832
2017-6037,3/27/2019 18:51:01,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966838
2017-6037,3/27/2019 18:51:06,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966843
2017-6037,3/27/2019 18:51:16,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966849
2017-6037,3/27/2019 18:51:26,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966859
2017-6037,3/27/2019 18:51:36,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966866
2017-6037,3/27/2019 18:51:41,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966869
2017-6037,3/27/2019 18:51:46,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966874
2017-6037,3/27/2019 18:51:51,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966881
2017-6037,3/27/2019 18:51:57,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966887
2017-6037,3/27/2019 18:52:02,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966893
2017-6037,3/27/2019 18:52:07,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966898
2017-6037,3/27/2019 18:52:12,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966902
2017-6037,3/27/2019 18:52:27,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966916
2017-6037,3/27/2019 18:52:32,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966921
2017-6037,3/27/2019 18:52:47,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966941
2017-6037,3/27/2019 18:52:52,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966947
2017-6037,3/27/2019 18:53:02,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966957
2017-6037,3/27/2019 18:53:23,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966980
2017-6037,3/27/2019 18:53:38,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,966994
2017-6037,3/27/2019 18:53:43,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967001
2017-6037,3/27/2019 18:54:23,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967042
2017-6037,3/27/2019 18:54:29,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967049
2017-6037,3/27/2019 18:54:34,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967054
2017-6037,3/27/2019 18:54:39,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967061
2017-6037,3/27/2019 18:54:44,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967066
2017-6037,3/27/2019 18:54:49,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967071
2017-6037,3/27/2019 18:54:54,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967076
2017-6037,3/27/2019 18:54:59,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967082
2017-6037,3/27/2019 18:55:09,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967090
2017-6037,3/27/2019 18:55:24,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967104
2017-6037,3/27/2019 18:55:29,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967108
2017-6037,3/27/2019 18:55:34,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967115
2017-6037,3/27/2019 18:55:40,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967119
2017-6037,3/27/2019 18:55:55,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967131
2017-6037,3/27/2019 18:56:00,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967136
2017-6037,3/27/2019 18:56:10,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967144
2017-6037,3/27/2019 18:56:15,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967148
2017-6037,3/27/2019 18:59:07,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967232
2017-6037,3/27/2019 18:59:17,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967239
2017-6037,3/27/2019 18:59:22,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967245
2017-6037,3/27/2019 18:59:27,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967249
2017-6037,3/27/2019 18:59:38,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967259
2017-6037,3/27/2019 18:59:43,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967263
2017-6037,3/27/2019 18:59:48,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967268
2017-6037,3/27/2019 19:00:03,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967280
2017-6037,3/27/2019 19:00:08,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967286
2017-6037,3/27/2019 19:00:13,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967288
2017-6037,3/27/2019 19:00:18,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967291
2017-6037,3/27/2019 19:00:23,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967296
2017-6037,3/27/2019 19:00:28,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967302
2017-6037,3/27/2019 19:00:38,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967311
2017-6037,3/27/2019 19:00:43,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967316
2017-6037,3/27/2019 19:00:54,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967324
2017-6037,3/27/2019 19:00:59,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967329
2017-6037,3/27/2019 19:01:04,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967333
2017-6037,3/27/2019 19:01:09,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967338
2017-6037,3/27/2019 19:01:14,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967344
2017-6037,3/27/2019 19:01:24,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967354
2017-6037,3/27/2019 19:01:29,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967359
2017-6037,3/27/2019 19:01:39,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967367
2017-6037,3/27/2019 19:01:44,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967371
2017-6037,3/27/2019 19:01:54,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967381
2017-6037,3/27/2019 19:01:59,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967387
2017-6037,3/27/2019 19:02:04,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967392
2017-6037,3/27/2019 19:02:10,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967396
2017-6037,3/27/2019 19:02:15,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967402
2017-6037,3/27/2019 19:02:20,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967406
2017-6037,3/27/2019 19:02:25,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967410
2017-6037,3/27/2019 19:02:30,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967416
2017-6037,3/27/2019 19:02:35,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967420
2017-6037,3/27/2019 19:02:40,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967424
2017-6037,3/27/2019 19:02:45,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967430
2017-6037,3/27/2019 19:02:50,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967434
2017-6037,3/27/2019 19:02:55,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967437
2017-6037,3/27/2019 19:03:00,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967442
2017-6037,3/27/2019 19:03:05,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967449
2017-6037,3/27/2019 19:03:10,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967451
2017-6037,3/27/2019 19:03:15,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967453
2017-6037,3/27/2019 19:03:20,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967458
2017-6037,3/27/2019 19:03:25,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967465
2017-6037,3/27/2019 19:03:31,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967471
2017-6037,3/27/2019 19:03:46,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967484
2017-6037,3/27/2019 19:03:56,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967493
2017-6037,3/27/2019 19:04:01,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967500
2017-6037,3/27/2019 19:04:06,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967503
2017-6037,3/27/2019 19:04:11,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967507
2017-6037,3/27/2019 19:04:21,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967519
2017-6037,3/27/2019 19:04:26,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967522
2017-6037,3/27/2019 19:04:36,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967529
2017-6037,3/27/2019 19:04:41,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967534
2017-6037,3/27/2019 19:04:47,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967539
2017-6037,3/27/2019 19:04:52,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967542
2017-6037,3/27/2019 19:04:57,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967547
2017-6037,3/27/2019 19:05:02,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967551
2017-6037,3/27/2019 19:05:12,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967560
2017-6037,3/27/2019 19:05:17,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967563
2017-6037,3/27/2019 19:05:22,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967569
2017-6037,3/27/2019 19:05:37,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967580
2017-6037,3/27/2019 19:05:57,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967593
2017-6037,3/27/2019 19:06:02,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967597
2017-6037,3/27/2019 19:06:13,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967608
2017-6037,3/27/2019 19:06:18,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967614
2017-6037,3/27/2019 19:06:23,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967620
2017-6037,3/27/2019 19:06:38,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967635
2017-6037,3/27/2019 19:07:13,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967667
2017-6037,3/27/2019 19:07:18,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967672
2017-6037,3/27/2019 19:07:23,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967677
2017-6037,3/27/2019 19:07:39,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967689
2017-6037,3/27/2019 19:07:49,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967699
2017-6037,3/27/2019 19:08:04,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967704
2017-6037,3/27/2019 19:08:49,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967730
2017-6037,3/27/2019 19:09:40,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967758
2017-6037,3/27/2019 19:09:55,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967767
2017-6037,3/27/2019 19:10:26,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967790
2017-6037,3/27/2019 19:10:41,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967800
2017-6037,3/27/2019 19:11:06,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967818
2017-6037,3/27/2019 19:11:11,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,967821
2017-6037,3/27/2019 20:12:41,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,969801
2017-6037,3/27/2019 20:13:16,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,969832
2017-6037,3/27/2019 20:13:42,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,969850
2017-6037,3/27/2019 20:24:25,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,970449
2017-6037,3/27/2019 20:24:30,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,970457
2017-6037,3/27/2019 20:24:40,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,970471
2017-6037,3/27/2019 20:24:55,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,970494
2017-6037,3/27/2019 20:25:25,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,970535
2017-6037,3/27/2019 20:31:19,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,970841
2017-6037,3/27/2019 20:31:25,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,970846
2017-6037,3/27/2019 20:31:45,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,970867
2017-6037,3/27/2019 20:31:55,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,970875
2017-6037,3/27/2019 20:32:15,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,970895
2017-6037,3/27/2019 20:32:30,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,970907
2017-6037,3/27/2019 20:32:35,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,970912
2017-6037,3/27/2019 20:32:45,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,970917
2017-6037,3/27/2019 20:33:16,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,970933
2017-6037,3/27/2019 20:36:03,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,971035
2017-6037,3/27/2019 20:36:18,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,971049
2017-6037,3/27/2019 20:36:59,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,971083
2017-6037,3/27/2019 20:37:14,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,971095
2017-6037,3/27/2019 20:37:19,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,971101
2017-6037,3/27/2019 20:37:24,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,971105
2017-6037,3/27/2019 20:37:29,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,971112
2017-6037,3/27/2019 20:38:20,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,971167
2017-6037,3/28/2019 2:49:51,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982163
2017-6037,3/28/2019 2:50:01,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982167
2017-6037,3/28/2019 2:50:11,C535,SJ_MAC_3_J,122.34,122.34,2019UP,NA,38.02,-121.46,5.6,84,982171
